AncSpider.py: Starting start_requests
    "sessionRefreshedOn": null,
    "sessionExtendedCount": 0,
    "response_code": "9008",
    "response_message": "Start date is invalid.",
    "page_info": {
      "order_by": "",
      "total_records_per_page": 20,
      "page_number": 1,
      "total_records": 0,
      "order_option": "ASC",
      "total_page": 1
    }
  },
  "body": {}
}

Processing daily details for date: 11/08/2024

Saving data to Supabase: {
  "id": "1320",
  "name": "Beacon Hill Playfield Tennis Court 02",
  "facility_type": "Tennis Court - Outdoor (Citywide)",
  "address": "Beacon Hill Playfield",
  "available_times": "",
  "last_updated": "2024-11-07T10:18:23.310427"
}

Error processing facility: {'code': 'PGRST204', 'details': None, 'hint': None, 'message': "Could not find the 'last_updated' column of 'courts' in the schema cache"}

Parsing availability response

RAW API RESPONSE: {
  "headers": {
    "sessionRefreshedOn": null,
    "sessionExtendedCount": 0,
    "response_code": "9008",
    "response_message": "Start date is invalid.",
    "page_info": {
      "order_by": "",
      "total_records_per_page": 20,
      "page_number": 1,
      "total_records": 0,
      "order_option": "ASC",
      "total_page": 1
    }
  },
  "body": {}
}

Processing daily details for date: 11/08/2024

Saving data to Supabase: {
  "id": "1319",
  "name": "Beacon Hill Playfield Tennis Court 01",
  "facility_type": "Tennis Court - Outdoor (Citywide)",
  "address": "Beacon Hill Playfield",
  "available_times": "",
  "last_updated": "2024-11-07T10:18:24.509893"
}

Error processing facility: {'code': 'PGRST204', 'details': None, 'hint': None, 'message': "Could not find the 'last_updated' column of 'courts' in the schema cache"}

Parsing availability response

RAW API RESPONSE: {
  "headers": {
    "sessionRefreshedOn": null,
    "sessionExtendedCount": 0,
    "response_code": "9008",
    "response_message": "Start date is invalid.",
    "page_info": {
      "order_by": "",
      "total_records_per_page": 20,
      "page_number": 1,
      "total_records": 0,
      "order_option": "ASC",
      "total_page": 1
    }
  },
  "body": {}
}

Processing daily details for date: 11/08/2024

Saving data to Supabase: {
  "id": "284",
  "name": "AYTC Outdoor Tennis Court 06",
  "facility_type": "Tennis Court - Outdoor (AYTC)",
  "address": "Amy Yee Tennis Center (AYTC)",
  "available_times": "",
  "last_updated": "2024-11-07T10:18:25.627837"
}

Error processing facility: {'code': 'PGRST204', 'details': None, 'hint': None, 'message': "Could not find the 'last_updated' column of 'courts' in the schema cache"}

Parsing availability response

RAW API RESPONSE: {
  "headers": {
    "sessionRefreshedOn": null,
    "sessionExtendedCount": 0,
    "response_code": "9008",
    "response_message": "Start date is invalid.",
    "page_info": {
      "order_by": "",
      "total_records_per_page": 20,
      "page_number": 1,
      "total_records": 0,
      "order_option": "ASC",
      "total_page": 1
    }
  },
  "body": {}
}

Processing daily details for date: 11/08/2024

Saving data to Supabase: {
  "id": "283",
  "name": "AYTC Outdoor Tennis Court 05",
  "facility_type": "Tennis Court - Outdoor (AYTC)",
  "address": "Amy Yee Tennis Center (AYTC)",
  "available_times": "",
  "last_updated": "2024-11-07T10:18:26.449213"
}

Error processing facility: {'code': 'PGRST204', 'details': None, 'hint': None, 'message': "Could not find the 'last_updated' column of 'courts' in the schema cache"}

Parsing availability response

RAW API RESPONSE: {
  "headers": {
    "sessionRefreshedOn": null,
    "sessionExtendedCount": 0,
    "response_code": "9008",
    "response_message": "Start date is invalid.",
    "page_info": {
      "order_by": "name",
      "total_records_per_page": 20,
      "page_number": 1,
      "total_records": 9,
      "order_option": "ASC",
      "total_page": 1
    }
  },
  "body": {}
}

Processing daily details for date: 11/08/2024

Saving data to Supabase: {
  "id": "282",
  "name": "AYTC Outdoor Tennis Court 04",
  "facility_type": "Tennis Court - Outdoor (AYTC)",
  "address": "Amy Yee Tennis Center (AYTC)",
  "available_times": "",
  "last_updated": "2024-11-07T10:18:27.531523"
}

Error processing facility: {'code': 'PGRST204', 'details': None, 'hint': None, 'message': "Could not find the 'last_updated' column of 'courts' in the schema cache"}

Parsing availability response

RAW API RESPONSE: {
  "headers": {
    "sessionRefreshedOn": null,
    "sessionExtendedCount": 0,
    "response_code": "9008",
    "response_message": "Start date is invalid.",
    "page_info": {
      "order_by": "Name",
      "total_records_per_page": 20,
      "page_number": 1,
      "total_records": 62,
      "order_option": "ASC",
      "total_page": 4
    }
  },
  "body": {}
}

Processing daily details for date: 11/08/2024

Saving data to Supabase: {
  "id": "281",
  "name": "AYTC Outdoor Tennis Court 03",
  "facility_type": "Tennis Court - Outdoor (AYTC)",
  "address": "Amy Yee Tennis Center (AYTC)",
  "available_times": "",
  "last_updated": "2024-11-07T10:18:28.877477"
}

Error processing facility: {'code': 'PGRST204', 'details': None, 'hint': None, 'message': "Could not find the 'last_updated' column of 'courts' in the schema cache"}

Parsing availability response

RAW API RESPONSE: {
  "headers": {
    "sessionRefreshedOn": null,
    "sessionExtendedCount": 0,
    "response_code": "9008",
    "response_message": "Start date is invalid.",
    "page_info": {
      "order_by": "",
      "total_records_per_page": 20,
      "page_number": 1,
      "total_records": 0,
      "order_option": "ASC",
      "total_page": 1
    }
  },
  "body": {}
}

Processing daily details for date: 11/08/2024

Saving data to Supabase: {
  "id": "280",
  "name": "AYTC Outdoor Tennis Court 02",
  "facility_type": "Tennis Court - Outdoor (AYTC)",
  "address": "Amy Yee Tennis Center (AYTC)",
  "available_times": "",
  "last_updated": "2024-11-07T10:18:30.231315"
}

Error processing facility: {'code': 'PGRST204', 'details': None, 'hint': None, 'message': "Could not find the 'last_updated' column of 'courts' in the schema cache"}

Parsing availability response

RAW API RESPONSE: {
  "headers": {
    "sessionRefreshedOn": null,
    "sessionExtendedCount": 0,
    "response_code": "9008",
    "response_message": "Start date is invalid.",
    "page_info": {
      "order_by": "Name",
      "total_records_per_page": 20,
      "page_number": 2,
      "total_records": 62,
      "order_option": "ASC",
      "total_page": 4
    }
  },
  "body": {}
}

Processing daily details for date: 11/08/2024

Saving data to Supabase: {
  "id": "279",
  "name": "AYTC Outdoor Tennis Court 01",
  "facility_type": "Tennis Court - Outdoor (AYTC)",
  "address": "Amy Yee Tennis Center (AYTC)",
  "available_times": "",
  "last_updated": "2024-11-07T10:18:31.582470"
}

Error processing facility: {'code': 'PGRST204', 'details': None, 'hint': None, 'message': "Could not find the 'last_updated' column of 'courts' in the schema cache"}

Parsing availability response

RAW API RESPONSE: {
  "headers": {
    "sessionRefreshedOn": null,
    "sessionExtendedCount": 0,
    "response_code": "9008",
    "response_message": "Start date is invalid.",
    "page_info": {
      "order_by": "",
      "total_records_per_page": 20,
      "page_number": 1,
      "total_records": 0,
      "order_option": "ASC",
      "total_page": 1
    }
  },
  "body": {}
}

Processing daily details for date: 11/08/2024

Saving data to Supabase: {
  "id": "1147",
  "name": "Alki Playfield Tennis Court 02",
  "facility_type": "Tennis Court - Outdoor (Citywide)",
  "address": "Alki Playfield",
  "available_times": "",
  "last_updated": "2024-11-07T10:18:32.794110"
}

Error processing facility: {'code': 'PGRST204', 'details': None, 'hint': None, 'message': "Could not find the 'last_updated' column of 'courts' in the schema cache"}

Parsing availability response

RAW API RESPONSE: {
  "headers": {
    "sessionRefreshedOn": null,
    "sessionExtendedCount": 0,
    "response_code": "9008",
    "response_message": "Start date is invalid.",
    "page_info": {
      "order_by": "",
      "total_records_per_page": 20,
      "page_number": 1,
      "total_records": 0,
      "order_option": "ASC",
      "total_page": 1
    }
  },
  "body": {}
}

Processing daily details for date: 11/08/2024

Saving data to Supabase: {
  "id": "1146",
  "name": "Alki Playfield Tennis Court 01",
  "facility_type": "Tennis Court - Outdoor (Citywide)",
  "address": "Alki Playfield",
  "available_times": "",
  "last_updated": "2024-11-07T10:18:34.132068"
}

Error processing facility: {'code': 'PGRST204', 'details': None, 'hint': None, 'message': "Could not find the 'last_updated' column of 'courts' in the schema cache"}

Spider initialized
Tomorrow's date set to: 11/08/2024

Starting requests

Getting CSRF token
CSRF Token: 9fbdcd1e-6889-42ef-ae7a-874669375fe5

Attempting login...

Processing login response
Login successful

Parsing facilities
Found 20 facilities

Checking availability URL: https://anc.apm.activecommunities.com/seattle/rest/reservation/resource/availability/daily/1146?start_date=11/08/2024&end_date=11/08/2024&attendee=1&_=1731003612

Checking availability URL: https://anc.apm.activecommunities.com/seattle/rest/reservation/resource/availability/daily/1147?start_date=11/08/2024&end_date=11/08/2024&attendee=1&_=1731003612

Checking availability URL: https://anc.apm.activecommunities.com/seattle/rest/reservation/resource/availability/daily/279?start_date=11/08/2024&end_date=11/08/2024&attendee=1&_=1731003612

Checking availability URL: https://anc.apm.activecommunities.com/seattle/rest/reservation/resource/availability/daily/280?start_date=11/08/2024&end_date=11/08/2024&attendee=1&_=1731003612

Checking availability URL: https://anc.apm.activecommunities.com/seattle/rest/reservation/resource/availability/daily/281?start_date=11/08/2024&end_date=11/08/2024&attendee=1&_=1731003612

Checking availability URL: https://anc.apm.activecommunities.com/seattle/rest/reservation/resource/availability/daily/282?start_date=11/08/2024&end_date=11/08/2024&attendee=1&_=1731003612

Checking availability URL: https://anc.apm.activecommunities.com/seattle/rest/reservation/resource/availability/daily/283?start_date=11/08/2024&end_date=11/08/2024&attendee=1&_=1731003612

Checking availability URL: https://anc.apm.activecommunities.com/seattle/rest/reservation/resource/availability/daily/284?start_date=11/08/2024&end_date=11/08/2024&attendee=1&_=1731003612

Checking availability URL: https://anc.apm.activecommunities.com/seattle/rest/reservation/resource/availability/daily/1319?start_date=11/08/2024&end_date=11/08/2024&attendee=1&_=1731003612

Checking availability URL: https://anc.apm.activecommunities.com/seattle/rest/reservation/resource/availability/daily/1320?start_date=11/08/2024&end_date=11/08/2024&attendee=1&_=1731003612

Checking availability URL: https://anc.apm.activecommunities.com/seattle/rest/reservation/resource/availability/daily/1315?start_date=11/08/2024&end_date=11/08/2024&attendee=1&_=1731003612

Checking availability URL: https://anc.apm.activecommunities.com/seattle/rest/reservation/resource/availability/daily/1316?start_date=11/08/2024&end_date=11/08/2024&attendee=1&_=1731003612

Checking availability URL: https://anc.apm.activecommunities.com/seattle/rest/reservation/resource/availability/daily/1317?start_date=11/08/2024&end_date=11/08/2024&attendee=1&_=1731003612

Checking availability URL: https://anc.apm.activecommunities.com/seattle/rest/reservation/resource/availability/daily/1318?start_date=11/08/2024&end_date=11/08/2024&attendee=1&_=1731003612

Checking availability URL: https://anc.apm.activecommunities.com/seattle/rest/reservation/resource/availability/daily/1323?start_date=11/08/2024&end_date=11/08/2024&attendee=1&_=1731003612

Checking availability URL: https://anc.apm.activecommunities.com/seattle/rest/reservation/resource/availability/daily/1324?start_date=11/08/2024&end_date=11/08/2024&attendee=1&_=1731003612

Checking availability URL: https://anc.apm.activecommunities.com/seattle/rest/reservation/resource/availability/daily/1325?start_date=11/08/2024&end_date=11/08/2024&attendee=1&_=1731003612

Checking availability URL: https://anc.apm.activecommunities.com/seattle/rest/reservation/resource/availability/daily/1326?start_date=11/08/2024&end_date=11/08/2024&attendee=1&_=1731003612

Checking availability URL: https://anc.apm.activecommunities.com/seattle/rest/reservation/resource/availability/daily/1330?start_date=11/08/2024&end_date=11/08/2024&attendee=1&_=1731003612

Checking availability URL: https://anc.apm.activecommunities.com/seattle/rest/reservation/resource/availability/daily/1331?start_date=11/08/2024&end_date=11/08/2024&attendee=1&_=1731003612

Parsing availability response

RAW API RESPONSE: {
  "headers": {
    "sessionRefreshedOn": null,
    "sessionExtendedCount": 0,
    "response_code": "9008",
    "response_message": "Start date is invalid.",
    "page_info": {
      "order_by": "",
      "total_records_per_page": 20,
      "page_number": 1,
      "total_records": 0,
      "order_option": "ASC",
      "total_page": 1
    }
  },
  "body": {}
}

Processing daily details for date: 11/08/2024

Saving data to Supabase: {
  "id": "1331",
  "name": "David Rodgers Park Tennis Court 02",
  "facility_type": "Tennis Court - Outdoor (Citywide)",
  "address": "David Rodgers Park",
  "available_times": "",
  "last_updated": "2024-11-07T10:20:14.281487"
}

Supabase result: data=[{'id': 1331, 'name': 'David Rodgers Park Tennis Court 02', 'facility_type': 'Tennis Court - Outdoor (Citywide)', 'address': 'David Rodgers Park', 'available_times': '', 'last_updated': '2024-11-07T10:20:14.281487+00:00'}] count=None

Parsing availability response

RAW API RESPONSE: {
  "headers": {
    "sessionRefreshedOn": null,
    "sessionExtendedCount": 0,
    "response_code": "9008",
    "response_message": "Start date is invalid.",
    "page_info": {
      "order_by": "",
      "total_records_per_page": 20,
      "page_number": 1,
      "total_records": 0,
      "order_option": "ASC",
      "total_page": 1
    }
  },
  "body": {}
}

Processing daily details for date: 11/08/2024

Saving data to Supabase: {
  "id": "1330",
  "name": "David Rodgers Park Tennis Court 01",
  "facility_type": "Tennis Court - Outdoor (Citywide)",
  "address": "David Rodgers Park",
  "available_times": "",
  "last_updated": "2024-11-07T10:20:15.389804"
}

Supabase result: data=[{'id': 1330, 'name': 'David Rodgers Park Tennis Court 01', 'facility_type': 'Tennis Court - Outdoor (Citywide)', 'address': 'David Rodgers Park', 'available_times': '', 'last_updated': '2024-11-07T10:20:15.389804+00:00'}] count=None

Parsing availability response

RAW API RESPONSE: {
  "headers": {
    "sessionRefreshedOn": null,
    "sessionExtendedCount": 0,
    "response_code": "9008",
    "response_message": "Start date is invalid.",
    "page_info": {
      "order_by": "",
      "total_records_per_page": 20,
      "page_number": 1,
      "total_records": 0,
      "order_option": "ASC",
      "total_page": 1
    }
  },
  "body": {}
}

Processing daily details for date: 11/08/2024

Saving data to Supabase: {
  "id": "1326",
  "name": "Bryant Playground Tennis Court 02",
  "facility_type": "Tennis Court - Outdoor (Citywide)",
  "address": "Bryant Playground",
  "available_times": "",
  "last_updated": "2024-11-07T10:20:16.748769"
}

Supabase result: data=[{'id': 1326, 'name': 'Bryant Playground Tennis Court 02', 'facility_type': 'Tennis Court - Outdoor (Citywide)', 'address': 'Bryant Playground', 'available_times': '', 'last_updated': '2024-11-07T10:20:16.748769+00:00'}] count=None

Parsing availability response

RAW API RESPONSE: {
  "headers": {
    "sessionRefreshedOn": null,
    "sessionExtendedCount": 0,
    "response_code": "9008",
    "response_message": "Start date is invalid.",
    "page_info": {
      "order_by": "",
      "total_records_per_page": 20,
      "page_number": 1,
      "total_records": 0,
      "order_option": "ASC",
      "total_page": 1
    }
  },
  "body": {}
}

Processing daily details for date: 11/08/2024

Saving data to Supabase: {
  "id": "1325",
  "name": "Bryant Playground Tennis Court 01",
  "facility_type": "Tennis Court - Outdoor (Citywide)",
  "address": "Bryant Playground",
  "available_times": "",
  "last_updated": "2024-11-07T10:20:17.874011"
}

Supabase result: data=[{'id': 1325, 'name': 'Bryant Playground Tennis Court 01', 'facility_type': 'Tennis Court - Outdoor (Citywide)', 'address': 'Bryant Playground', 'available_times': '', 'last_updated': '2024-11-07T10:20:17.874011+00:00'}] count=None

Parsing availability response

RAW API RESPONSE: {
  "headers": {
    "sessionRefreshedOn": null,
    "sessionExtendedCount": 0,
    "response_code": "9008",
    "response_message": "Start date is invalid.",
    "page_info": {
      "order_by": "Name",
      "total_records_per_page": 1,
      "page_number": 1,
      "total_records": 10,
      "order_option": "ASC",
      "total_page": 10
    }
  },
  "body": {}
}

Processing daily details for date: 11/08/2024

Saving data to Supabase: {
  "id": "1324",
  "name": "Brighton Playfield Tennis Court 02",
  "facility_type": "Tennis Court - Outdoor (Citywide)",
  "address": "Brighton Playfield",
  "available_times": "",
  "last_updated": "2024-11-07T10:20:18.735597"
}

Supabase result: data=[{'id': 1324, 'name': 'Brighton Playfield Tennis Court 02', 'facility_type': 'Tennis Court - Outdoor (Citywide)', 'address': 'Brighton Playfield', 'available_times': '', 'last_updated': '2024-11-07T10:20:18.735597+00:00'}] count=None

Parsing availability response

RAW API RESPONSE: {
  "headers": {
    "sessionRefreshedOn": null,
    "sessionExtendedCount": 0,
    "response_code": "9008",
    "response_message": "Start date is invalid.",
    "page_info": {
      "order_by": "",
      "total_records_per_page": 20,
      "page_number": 1,
      "total_records": 0,
      "order_option": "ASC",
      "total_page": 1
    }
  },
  "body": {}
}

Processing daily details for date: 11/08/2024

Saving data to Supabase: {
  "id": "1323",
  "name": "Brighton Playfield Tennis Court 01",
  "facility_type": "Tennis Court - Outdoor (Citywide)",
  "address": "Brighton Playfield",
  "available_times": "",
  "last_updated": "2024-11-07T10:20:20.161989"
}

Supabase result: data=[{'id': 1323, 'name': 'Brighton Playfield Tennis Court 01', 'facility_type': 'Tennis Court - Outdoor (Citywide)', 'address': 'Brighton Playfield', 'available_times': '', 'last_updated': '2024-11-07T10:20:20.161989+00:00'}] count=None

Parsing availability response

RAW API RESPONSE: {
  "headers": {
    "sessionRefreshedOn": null,
    "sessionExtendedCount": 0,
    "response_code": "9008",
    "response_message": "Start date is invalid.",
    "page_info": {
      "order_by": "",
      "total_records_per_page": 20,
      "page_number": 1,
      "total_records": 0,
      "order_option": "ASC",
      "total_page": 1
    }
  },
  "body": {}
}

Processing daily details for date: 11/08/2024

Saving data to Supabase: {
  "id": "1318",
  "name": "Bitter Lake Playfield Tennis Court 04",
  "facility_type": "Tennis Court - Outdoor (Citywide)",
  "address": "Bitter Lake Playfield",
  "available_times": "",
  "last_updated": "2024-11-07T10:20:21.421830"
}

Supabase result: data=[{'id': 1318, 'name': 'Bitter Lake Playfield Tennis Court 04', 'facility_type': 'Tennis Court - Outdoor (Citywide)', 'address': 'Bitter Lake Playfield', 'available_times': '', 'last_updated': '2024-11-07T10:20:21.42183+00:00'}] count=None

Parsing availability response

RAW API RESPONSE: {
  "headers": {
    "sessionRefreshedOn": null,
    "sessionExtendedCount": 0,
    "response_code": "9008",
    "response_message": "Start date is invalid.",
    "page_info": {
      "order_by": "",
      "total_records_per_page": 20,
      "page_number": 1,
      "total_records": 0,
      "order_option": "ASC",
      "total_page": 1
    }
  },
  "body": {}
}

Processing daily details for date: 11/08/2024

Saving data to Supabase: {
  "id": "1317",
  "name": "Bitter Lake Playfield Tennis Court 03",
  "facility_type": "Tennis Court - Outdoor (Citywide)",
  "address": "Bitter Lake Playfield",
  "available_times": "",
  "last_updated": "2024-11-07T10:20:22.158153"
}

Supabase result: data=[{'id': 1317, 'name': 'Bitter Lake Playfield Tennis Court 03', 'facility_type': 'Tennis Court - Outdoor (Citywide)', 'address': 'Bitter Lake Playfield', 'available_times': '', 'last_updated': '2024-11-07T10:20:22.158153+00:00'}] count=None

Parsing availability response

RAW API RESPONSE: {
  "headers": {
    "sessionRefreshedOn": null,
    "sessionExtendedCount": 0,
    "response_code": "9008",
    "response_message": "Start date is invalid.",
    "page_info": {
      "order_by": "",
      "total_records_per_page": 20,
      "page_number": 1,
      "total_records": 0,
      "order_option": "ASC",
      "total_page": 1
    }
  },
  "body": {}
}

Processing daily details for date: 11/08/2024

Saving data to Supabase: {
  "id": "1316",
  "name": "Bitter Lake Playfield Tennis Court 02",
  "facility_type": "Tennis Court - Outdoor (Citywide)",
  "address": "Bitter Lake Playfield",
  "available_times": "",
  "last_updated": "2024-11-07T10:20:23.650068"
}

Supabase result: data=[{'id': 1316, 'name': 'Bitter Lake Playfield Tennis Court 02', 'facility_type': 'Tennis Court - Outdoor (Citywide)', 'address': 'Bitter Lake Playfield', 'available_times': '', 'last_updated': '2024-11-07T10:20:23.650068+00:00'}] count=None

Parsing availability response

RAW API RESPONSE: {
  "headers": {
    "sessionRefreshedOn": null,
    "sessionExtendedCount": 0,
    "response_code": "9008",
    "response_message": "Start date is invalid.",
    "page_info": {
      "order_by": "",
      "total_records_per_page": 20,
      "page_number": 1,
      "total_records": 0,
      "order_option": "ASC",
      "total_page": 1
    }
  },
  "body": {}
}

Processing daily details for date: 11/08/2024

Saving data to Supabase: {
  "id": "1315",
  "name": "Bitter Lake Playfield Tennis Court 01",
  "facility_type": "Tennis Court - Outdoor (Citywide)",
  "address": "Bitter Lake Playfield",
  "available_times": "",
  "last_updated": "2024-11-07T10:20:25.143250"
}

Supabase result: data=[{'id': 1315, 'name': 'Bitter Lake Playfield Tennis Court 01', 'facility_type': 'Tennis Court - Outdoor (Citywide)', 'address': 'Bitter Lake Playfield', 'available_times': '', 'last_updated': '2024-11-07T10:20:25.14325+00:00'}] count=None

Parsing availability response

RAW API RESPONSE: {
  "headers": {
    "sessionRefreshedOn": null,
    "sessionExtendedCount": 0,
    "response_code": "9008",
    "response_message": "Start date is invalid.",
    "page_info": {
      "order_by": "",
      "total_records_per_page": 20,
      "page_number": 1,
      "total_records": 0,
      "order_option": "ASC",
      "total_page": 1
    }
  },
  "body": {}
}

Processing daily details for date: 11/08/2024

Saving data to Supabase: {
  "id": "1320",
  "name": "Beacon Hill Playfield Tennis Court 02",
  "facility_type": "Tennis Court - Outdoor (Citywide)",
  "address": "Beacon Hill Playfield",
  "available_times": "",
  "last_updated": "2024-11-07T10:20:26.546350"
}

Supabase result: data=[{'id': 1320, 'name': 'Beacon Hill Playfield Tennis Court 02', 'facility_type': 'Tennis Court - Outdoor (Citywide)', 'address': 'Beacon Hill Playfield', 'available_times': '', 'last_updated': '2024-11-07T10:20:26.54635+00:00'}] count=None

Parsing availability response

RAW API RESPONSE: {
  "headers": {
    "sessionRefreshedOn": null,
    "sessionExtendedCount": 0,
    "response_code": "9008",
    "response_message": "Start date is invalid.",
    "page_info": {
      "order_by": "",
      "total_records_per_page": 20,
      "page_number": 1,
      "total_records": 0,
      "order_option": "ASC",
      "total_page": 1
    }
  },
  "body": {}
}

Processing daily details for date: 11/08/2024

Saving data to Supabase: {
  "id": "1319",
  "name": "Beacon Hill Playfield Tennis Court 01",
  "facility_type": "Tennis Court - Outdoor (Citywide)",
  "address": "Beacon Hill Playfield",
  "available_times": "",
  "last_updated": "2024-11-07T10:20:27.869649"
}

Supabase result: data=[{'id': 1319, 'name': 'Beacon Hill Playfield Tennis Court 01', 'facility_type': 'Tennis Court - Outdoor (Citywide)', 'address': 'Beacon Hill Playfield', 'available_times': '', 'last_updated': '2024-11-07T10:20:27.869649+00:00'}] count=None

Parsing availability response

RAW API RESPONSE: {
  "headers": {
    "sessionRefreshedOn": null,
    "sessionExtendedCount": 0,
    "response_code": "9008",
    "response_message": "Start date is invalid.",
    "page_info": {
      "order_by": "",
      "total_records_per_page": 20,
      "page_number": 1,
      "total_records": 0,
      "order_option": "ASC",
      "total_page": 1
    }
  },
  "body": {}
}

Processing daily details for date: 11/08/2024

Saving data to Supabase: {
  "id": "284",
  "name": "AYTC Outdoor Tennis Court 06",
  "facility_type": "Tennis Court - Outdoor (AYTC)",
  "address": "Amy Yee Tennis Center (AYTC)",
  "available_times": "",
  "last_updated": "2024-11-07T10:20:29.095279"
}

Supabase result: data=[{'id': 284, 'name': 'AYTC Outdoor Tennis Court 06', 'facility_type': 'Tennis Court - Outdoor (AYTC)', 'address': 'Amy Yee Tennis Center (AYTC)', 'available_times': '', 'last_updated': '2024-11-07T10:20:29.095279+00:00'}] count=None

Parsing availability response

RAW API RESPONSE: {
  "headers": {
    "sessionRefreshedOn": null,
    "sessionExtendedCount": 0,
    "response_code": "9008",
    "response_message": "Start date is invalid.",
    "page_info": {
      "order_by": "",
      "total_records_per_page": 20,
      "page_number": 1,
      "total_records": 0,
      "order_option": "ASC",
      "total_page": 1
    }
  },
  "body": {}
}

Processing daily details for date: 11/08/2024

Saving data to Supabase: {
  "id": "283",
  "name": "AYTC Outdoor Tennis Court 05",
  "facility_type": "Tennis Court - Outdoor (AYTC)",
  "address": "Amy Yee Tennis Center (AYTC)",
  "available_times": "",
  "last_updated": "2024-11-07T10:20:30.549588"
}

Supabase result: data=[{'id': 283, 'name': 'AYTC Outdoor Tennis Court 05', 'facility_type': 'Tennis Court - Outdoor (AYTC)', 'address': 'Amy Yee Tennis Center (AYTC)', 'available_times': '', 'last_updated': '2024-11-07T10:20:30.549588+00:00'}] count=None

Parsing availability response

RAW API RESPONSE: {
  "headers": {
    "sessionRefreshedOn": null,
    "sessionExtendedCount": 0,
    "response_code": "9008",
    "response_message": "Start date is invalid.",
    "page_info": {
      "order_by": "",
      "total_records_per_page": 20,
      "page_number": 1,
      "total_records": 0,
      "order_option": "ASC",
      "total_page": 1
    }
  },
  "body": {}
}

Processing daily details for date: 11/08/2024

Saving data to Supabase: {
  "id": "282",
  "name": "AYTC Outdoor Tennis Court 04",
  "facility_type": "Tennis Court - Outdoor (AYTC)",
  "address": "Amy Yee Tennis Center (AYTC)",
  "available_times": "",
  "last_updated": "2024-11-07T10:20:31.948116"
}

Supabase result: data=[{'id': 282, 'name': 'AYTC Outdoor Tennis Court 04', 'facility_type': 'Tennis Court - Outdoor (AYTC)', 'address': 'Amy Yee Tennis Center (AYTC)', 'available_times': '', 'last_updated': '2024-11-07T10:20:31.948116+00:00'}] count=None

Parsing availability response

RAW API RESPONSE: {
  "headers": {
    "sessionRefreshedOn": null,
    "sessionExtendedCount": 0,
    "response_code": "9008",
    "response_message": "Start date is invalid.",
    "page_info": {
      "order_by": "",
      "total_records_per_page": 20,
      "page_number": 1,
      "total_records": 0,
      "order_option": "ASC",
      "total_page": 1
    }
  },
  "body": {}
}

Processing daily details for date: 11/08/2024

Saving data to Supabase: {
  "id": "281",
  "name": "AYTC Outdoor Tennis Court 03",
  "facility_type": "Tennis Court - Outdoor (AYTC)",
  "address": "Amy Yee Tennis Center (AYTC)",
  "available_times": "",
  "last_updated": "2024-11-07T10:20:33.432055"
}

Supabase result: data=[{'id': 281, 'name': 'AYTC Outdoor Tennis Court 03', 'facility_type': 'Tennis Court - Outdoor (AYTC)', 'address': 'Amy Yee Tennis Center (AYTC)', 'available_times': '', 'last_updated': '2024-11-07T10:20:33.432055+00:00'}] count=None

Parsing availability response

RAW API RESPONSE: {
  "headers": {
    "sessionRefreshedOn": null,
    "sessionExtendedCount": 0,
    "response_code": "9008",
    "response_message": "Start date is invalid.",
    "page_info": {
      "order_by": "",
      "total_records_per_page": 20,
      "page_number": 1,
      "total_records": 0,
      "order_option": "ASC",
      "total_page": 1
    }
  },
  "body": {}
}

Processing daily details for date: 11/08/2024

Saving data to Supabase: {
  "id": "280",
  "name": "AYTC Outdoor Tennis Court 02",
  "facility_type": "Tennis Court - Outdoor (AYTC)",
  "address": "Amy Yee Tennis Center (AYTC)",
  "available_times": "",
  "last_updated": "2024-11-07T10:20:34.516585"
}

Supabase result: data=[{'id': 280, 'name': 'AYTC Outdoor Tennis Court 02', 'facility_type': 'Tennis Court - Outdoor (AYTC)', 'address': 'Amy Yee Tennis Center (AYTC)', 'available_times': '', 'last_updated': '2024-11-07T10:20:34.516585+00:00'}] count=None

Parsing availability response

RAW API RESPONSE: {
  "headers": {
    "sessionRefreshedOn": null,
    "sessionExtendedCount": 0,
    "response_code": "9008",
    "response_message": "Start date is invalid.",
    "page_info": {
      "order_by": "",
      "total_records_per_page": 20,
      "page_number": 1,
      "total_records": 0,
      "order_option": "ASC",
      "total_page": 1
    }
  },
  "body": {}
}

Processing daily details for date: 11/08/2024

Saving data to Supabase: {
  "id": "279",
  "name": "AYTC Outdoor Tennis Court 01",
  "facility_type": "Tennis Court - Outdoor (AYTC)",
  "address": "Amy Yee Tennis Center (AYTC)",
  "available_times": "",
  "last_updated": "2024-11-07T10:20:35.537138"
}

Supabase result: data=[{'id': 279, 'name': 'AYTC Outdoor Tennis Court 01', 'facility_type': 'Tennis Court - Outdoor (AYTC)', 'address': 'Amy Yee Tennis Center (AYTC)', 'available_times': '', 'last_updated': '2024-11-07T10:20:35.537138+00:00'}] count=None

Parsing availability response

RAW API RESPONSE: {
  "headers": {
    "sessionRefreshedOn": null,
    "sessionExtendedCount": 0,
    "response_code": "9008",
    "response_message": "Start date is invalid.",
    "page_info": {
      "order_by": "Name",
      "total_records_per_page": 20,
